SocialSecurityNumber,Name,CareOfAddress,StreetAddress,PostalCode,City,YearConcerned,SumReceivedInterest,PaidAmount,SumPreliminaryTax,SumPaidInterest,SumDebth,BalanceExists,SignSumReceivedInterest,SignSumPreliminaryTax,SignSumBalance,SignSumPaidInterest,SignSumDebth,SumBalance,EngagementNumber,EngagementType,ProductCode,ProductText,ReceivedInterest,PreliminaryTax,Balance,SignBalance,PaidInterest,Debth,InterestOverDesk,StatusText,Interest1,CapitalSharePercentage,ReceivedInterestSharePercentage,PaidInterestSharePercentage,ReceivedInterestShare,BalanceShare,PaidInterestShare,DebthShare,SignReceivedInterest,SignPreliminaryTax,SignPaidInterest,SignDebth,SignInterestOverDesk,SignReceivedInterestShare,SignPreliminaryTaxShare,SignBalanceShare,SignPaidInterestShare,SignDebthShare,SignInterestOverDeskShare,InterestType,Interest2,Interest3,Interest4,PreliminaryTaxShare,InterestOverDeskShare
191001149812,Kalevi Pelto,,mias väg 8,90131,Umeå,2022,0.0000,0.0000,0.0000,0.0000,0.0000,Y,+,+,+,+,+,0,00000091710523840,D,N/A,IKANO SparKonto,66203.1400,19860.0000,3068939.5900,+,0.0000,3068939.5900,0.0000,,3.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,+,+,+,+,+,+,+,+,+,+,+,,0,0,0,0,0
191001149812,Kalevi Pelto,,mias väg 8,90131,Umeå,2022,0.0000,0.0000,0.0000,0.0000,0.0000,Y,+,+,+,+,+,0,00000091710523824,D,N/A,IKANO SparKonto,66459.3500,19937.0000,3083675.0700,+,0.0000,3083675.0700,0.0000,,3.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,+,+,+,+,+,+,+,+,+,+,+,,0,0,0,0,0
191001149812,Kalevi Pelto,,mias väg 8,90131,Umeå,2022,0.0000,0.0000,0.0000,0.0000,0.0000,Y,+,+,+,+,+,0,00000091710523832,D,N/A,IKANO SparKonto,65946.9600,19784.0000,3054204.1500,+,0.0000,3054204.1500,0.0000,,3.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,+,+,+,+,+,+,+,+,+,+,+,,0,0,0,0,0
191001149812,Kalevi Pelto,,mias väg 8,90131,Umeå,2022,0.0000,0.0000,0.0000,0.0000,0.0000,Y,+,+,+,+,+,0,00000091710523840,D,N/A,IKANO SparKonto,66203.1400,19860.0000,3068939.5900,+,0.0000,3068939.5900,0.0000,,3.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,+,+,+,+,+,+,+,+,+,+,+,,0,0,0,0,0
191001149812,Kalevi Pelto,,mias väg 8,90131,Umeå,2022,0.0000,0.0000,0.0000,0.0000,0.0000,Y,+,+,+,+,+,0,00000091710523824,D,N/A,IKANO SparKonto,66459.3500,19937.0000,3083675.0700,+,0.0000,3083675.0700,0.0000,,3.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,+,+,+,+,+,+,+,+,+,+,+,,0,0,0,0,0
191001149812,Kalevi Pelto,,mias väg 8,90131,Umeå,2022,0.0000,0.0000,0.0000,0.0000,0.0000,Y,+,+,+,+,+,0,00000091710523832,D,N/A,IKANO SparKonto,65946.9600,19784.0000,3054204.1500,+,0.0000,3054204.1500,0.0000,,3.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,+,+,+,+,+,+,+,+,+,+,+,,0,0,0,0,0
191001149812,Kalevi Pelto,,mias väg 8,90131,Umeå,2022,0.0000,0.0000,0.0000,0.0000,0.0000,Y,+,+,+,+,+,0,00000091710523840,D,N/A,IKANO SparKonto,66203.1400,19860.0000,3068939.5900,+,0.0000,3068939.5900,0.0000,,3.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,+,+,+,+,+,+,+,+,+,+,+,,0,0,0,0,0
191001149812,Kalevi Pelto,,mias väg 8,90131,Umeå,2022,0.0000,0.0000,0.0000,0.0000,0.0000,Y,+,+,+,+,+,0,00000091710523824,D,N/A,IKANO SparKonto,66459.3500,19937.0000,3083675.0700,+,0.0000,3083675.0700,0.0000,,3.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,+,+,+,+,+,+,+,+,+,+,+,,0,0,0,0,0
191001149812,Kalevi Pelto,,mias väg 8,90131,Umeå,2022,0.0000,0.0000,0.0000,0.0000,0.0000,Y,+,+,+,+,+,0,00000091710523832,D,N/A,IKANO SparKonto,65946.9600,19784.0000,3054204.1500,+,0.0000,3054204.1500,0.0000,,3.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,+,+,+,+,+,+,+,+,+,+,+,,0,0,0,0,0
191001149812,Kalevi Pelto,,mias väg 8,90131,Umeå,2022,0.0000,0.0000,0.0000,0.0000,0.0000,Y,+,+,+,+,+,0,00000091710523840,D,N/A,IKANO SparKonto,66203.1400,19860.0000,3068939.5900,+,0.0000,3068939.5900,0.0000,,3.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,+,+,+,+,+,+,+,+,+,+,+,,0,0,0,0,0
191704109279,ÅKE JANSSON,,TESTGATAN 2,34380,ÄLMHULT,2022,0.0000,0.0000,0.0000,0.0000,0.0000,Y,+,+,+,+,+,0,00000091710115815,D,N/A,IKANO SparKonto,5.8000,0.0000,270.6200,+,0.0000,270.6200,0.0000,,3.2500,100.0000,100.0000,100.0000,5.8000,270.6200,0.0000,270.6200,+,+,+,+,+,+,+,+,+,+,+,,0,0,0,0,0
191704109279,ÅKE JANSSON,,TESTGATAN 2,34380,ÄLMHULT,2022,0.0000,0.0000,0.0000,0.0000,0.0000,Y,+,+,+,+,+,0,00000091710475668,D,N/A,IKANO Sparkonto Plus,0.0000,0.0000,0.0000,+,0.0000,0.0000,0.0000,,3.2500,50.0000,50.0000,50.0000,0.0000,0.0000,0.0000,0.0000,+,+,+,+,+,+,+,+,+,+,+,,0,0,0,0,0
191704109279,ÅKE JANSSON,,TESTGATAN 2,34380,ÄLMHULT,2022,0.0000,0.0000,0.0000,0.0000,0.0000,Y,+,+,+,+,+,0,00000091710523921,D,N/A,IKANO Sparkonto Plus,0.0000,0.0000,0.0000,+,0.0000,0.0000,0.0000,,3.2500,50.0000,50.0000,50.0000,0.0000,0.0000,0.0000,0.0000,+,+,+,+,+,+,+,+,+,+,+,,0,0,0,0,0
191704109279,ÅKE JANSSON,,TESTGATAN 2,34380,ÄLMHULT,2022,0.0000,0.0000,0.0000,0.0000,0.0000,Y,+,+,+,+,+,0,00000091710523964,D,N/A,IKANO Sparkonto Plus,0.0000,0.0000,0.0000,+,0.0000,0.0000,0.0000,,3.2500,50.0000,50.0000,50.0000,0.0000,0.0000,0.0000,0.0000,+,+,+,+,+,+,+,+,+,+,+,,0,0,0,0,0
191704109279,ÅKE JANSSON,,TESTGATAN 2,34380,ÄLMHULT,2022,0.0000,0.0000,0.0000,0.0000,0.0000,Y,+,+,+,+,+,0,00000091710524170,D,N/A,IKANO SparKonto,0.0000,0.0000,0.0000,+,0.0000,0.0000,0.0000,,3.2500,50.0000,50.0000,50.0000,0.0000,0.0000,0.0000,0.0000,+,+,+,+,+,+,+,+,+,+,+,,0,0,0,0,0
191704109279,ÅKE JANSSON,,TESTGATAN 2,34380,ÄLMHULT,2022,0.0000,0.0000,0.0000,0.0000,0.0000,Y,+,+,+,+,+,0,00000091710524200,D,N/A,IKANO Sparkonto Plus,0.0000,0.0000,0.0000,+,0.0000,0.0000,0.0000,,3.2500,50.0000,50.0000,50.0000,0.0000,0.0000,0.0000,0.0000,+,+,+,+,+,+,+,+,+,+,+,,0,0,0,0,0
191704109279,ÅKE JANSSON,,TESTGATAN 2,34380,ÄLMHULT,2022,0.0000,0.0000,0.0000,0.0000,0.0000,Y,+,+,+,+,+,0,00000091710524227,D,N/A,IKANO Sparkonto Plus,0.0000,0.0000,0.0000,+,0.0000,0.0000,0.0000,,3.2500,50.0000,50.0000,50.0000,0.0000,0.0000,0.0000,0.0000,+,+,+,+,+,+,+,+,+,+,+,,0,0,0,0,0
191704109279,ÅKE JANSSON,,TESTGATAN 2,34380,ÄLMHULT,2022,0.0000,0.0000,0.0000,0.0000,0.0000,Y,+,+,+,+,+,0,00000091710524677,D,N/A,IKANO Sparkonto Plus,0.0000,0.0000,0.0000,+,0.0000,0.0000,0.0000,,3.2500,50.0000,50.0000,50.0000,0.0000,0.0000,0.0000,0.0000,+,+,+,+,+,+,+,+,+,+,+,,0,0,0,0,0
191704109279,ÅKE JANSSON,,TESTGATAN 2,34380,ÄLMHULT,2022,0.0000,0.0000,0.0000,0.0000,0.0000,Y,+,+,+,+,+,0,00000091710529016,D,N/A,IKANO Sparkonto Plus,0.0000,0.0000,0.0000,+,0.0000,0.0000,0.0000,,3.2500,50.0000,50.0000,50.0000,0.0000,0.0000,0.0000,0.0000,+,+,+,+,+,+,+,+,+,+,+,,0,0,0,0,0
191704109279,ÅKE JANSSON,,TESTGATAN 2,34380,ÄLMHULT,2022,0.0000,0.0000,0.0000,0.0000,0.0000,Y,+,+,+,+,+,0,00000091710529326,D,N/A,IKANO Sparkonto Plus,0.0000,0.0000,0.0000,+,0.0000,0.0000,0.0000,,3.2500,50.0000,50.0000,50.0000,0.0000,0.0000,0.0000,0.0000,+,+,+,+,+,+,+,+,+,+,+,,0,0,0,0,0
191704109279,ÅKE JANSSON,,TESTGATAN 2,34380,ÄLMHULT,2022,0.0000,0.0000,0.0000,0.0000,0.0000,Y,+,+,+,+,+,0,00000091710529644,D,N/A,IKANO Sparkonto Plus,0.0000,0.0000,0.0000,+,0.0000,0.0000,0.0000,,3.2500,50.0000,50.0000,50.0000,0.0000,0.0000,0.0000,0.0000,+,+,+,+,+,+,+,+,+,+,+,,0,0,0,0,0
191704109279,ÅKE JANSSON,,TESTGATAN 2,34380,ÄLMHULT,2022,0.0000,0.0000,0.0000,0.0000,0.0000,Y,+,+,+,+,+,0,00000091710115815,D,N/A,IKANO SparKonto,5.8000,0.0000,270.6200,+,0.0000,270.6200,0.0000,,3.2500,100.0000,100.0000,100.0000,5.8000,270.6200,0.0000,270.6200,+,+,+,+,+,+,+,+,+,+,+,,0,0,0,0,0
191704109279,ÅKE JANSSON,,TESTGATAN 2,34380,ÄLMHULT,2022,0.0000,0.0000,0.0000,0.0000,0.0000,Y,+,+,+,+,+,0,00000091710475668,D,N/A,IKANO Sparkonto Plus,0.0000,0.0000,0.0000,+,0.0000,0.0000,0.0000,,3.2500,50.0000,50.0000,50.0000,0.0000,0.0000,0.0000,0.0000,+,+,+,+,+,+,+,+,+,+,+,,0,0,0,0,0
191704109279,ÅKE JANSSON,,TESTGATAN 2,34380,ÄLMHULT,2022,0.0000,0.0000,0.0000,0.0000,0.0000,Y,+,+,+,+,+,0,00000091710523921,D,N/A,IKANO Sparkonto Plus,0.0000,0.0000,0.0000,+,0.0000,0.0000,0.0000,,3.2500,50.0000,50.0000,50.0000,0.0000,0.0000,0.0000,0.0000,+,+,+,+,+,+,+,+,+,+,+,,0,0,0,0,0
191704109279,ÅKE JANSSON,,TESTGATAN 2,34380,ÄLMHULT,2022,0.0000,0.0000,0.0000,0.0000,0.0000,Y,+,+,+,+,+,0,00000091710523964,D,N/A,IKANO Sparkonto Plus,0.0000,0.0000,0.0000,+,0.0000,0.0000,0.0000,,3.2500,50.0000,50.0000,50.0000,0.0000,0.0000,0.0000,0.0000,+,+,+,+,+,+,+,+,+,+,+,,0,0,0,0,0
191704109279,ÅKE JANSSON,,TESTGATAN 2,34380,ÄLMHULT,2022,0.0000,0.0000,0.0000,0.0000,0.0000,Y,+,+,+,+,+,0,00000091710524170,D,N/A,IKANO SparKonto,0.0000,0.0000,0.0000,+,0.0000,0.0000,0.0000,,3.2500,50.0000,50.0000,50.0000,0.0000,0.0000,0.0000,0.0000,+,+,+,+,+,+,+,+,+,+,+,,0,0,0,0,0
191704109279,ÅKE JANSSON,,TESTGATAN 2,34380,ÄLMHULT,2022,0.0000,0.0000,0.0000,0.0000,0.0000,Y,+,+,+,+,+,0,00000091710524200,D,N/A,IKANO Sparkonto Plus,0.0000,0.0000,0.0000,+,0.0000,0.0000,0.0000,,3.2500,50.0000,50.0000,50.0000,0.0000,0.0000,0.0000,0.0000,+,+,+,+,+,+,+,+,+,+,+,,0,0,0,0,0
191704109279,ÅKE JANSSON,,TESTGATAN 2,34380,ÄLMHULT,2022,0.0000,0.0000,0.0000,0.0000,0.0000,Y,+,+,+,+,+,0,00000091710524227,D,N/A,IKANO Sparkonto Plus,0.0000,0.0000,0.0000,+,0.0000,0.0000,0.0000,,3.2500,50.0000,50.0000,50.0000,0.0000,0.0000,0.0000,0.0000,+,+,+,+,+,+,+,+,+,+,+,,0,0,0,0,0
191704109279,ÅKE JANSSON,,TESTGATAN 2,34380,ÄLMHULT,2022,0.0000,0.0000,0.0000,0.0000,0.0000,Y,+,+,+,+,+,0,00000091710524677,D,N/A,IKANO Sparkonto Plus,0.0000,0.0000,0.0000,+,0.0000,0.0000,0.0000,,3.2500,50.0000,50.0000,50.0000,0.0000,0.0000,0.0000,0.0000,+,+,+,+,+,+,+,+,+,+,+,,0,0,0,0,0
191704109279,ÅKE JANSSON,,TESTGATAN 2,34380,ÄLMHULT,2022,0.0000,0.0000,0.0000,0.0000,0.0000,Y,+,+,+,+,+,0,00000091710529016,D,N/A,IKANO Sparkonto Plus,0.0000,0.0000,0.0000,+,0.0000,0.0000,0.0000,,3.2500,50.0000,50.0000,50.0000,0.0000,0.0000,0.0000,0.0000,+,+,+,+,+,+,+,+,+,+,+,,0,0,0,0,0
191704109279,ÅKE JANSSON,,TESTGATAN 2,34380,ÄLMHULT,2022,0.0000,0.0000,0.0000,0.0000,0.0000,Y,+,+,+,+,+,0,00000091710529326,D,N/A,IKANO Sparkonto Plus,0.0000,0.0000,0.0000,+,0.0000,0.0000,0.0000,,3.2500,50.0000,50.0000,50.0000,0.0000,0.0000,0.0000,0.0000,+,+,+,+,+,+,+,+,+,+,+,,0,0,0,0,0
191704109279,ÅKE JANSSON,,TESTGATAN 2,34380,ÄLMHULT,2022,0.0000,0.0000,0.0000,0.0000,0.0000,Y,+,+,+,+,+,0,00000091710529644,D,N/A,IKANO Sparkonto Plus,0.0000,0.0000,0.0000,+,0.0000,0.0000,0.0000,,3.2500,50.0000,50.0000,50.0000,0.0000,0.0000,0.0000,0.0000,+,+,+,+,+,+,+,+,+,+,+,,0,0,0,0,0
191704109279,ÅKE JANSSON,,TESTGATAN 2,34380,ÄLMHULT,2022,0.0000,0.0000,0.0000,0.0000,0.0000,Y,+,+,+,+,+,0,00000091710115815,D,N/A,IKANO SparKonto,5.8000,0.0000,270.6200,+,0.0000,270.6200,0.0000,,3.2500,100.0000,100.0000,100.0000,5.8000,270.6200,0.0000,270.6200,+,+,+,+,+,+,+,+,+,+,+,,0,0,0,0,0
191704109279,ÅKE JANSSON,,TESTGATAN 2,34380,ÄLMHULT,2022,0.0000,0.0000,0.0000,0.0000,0.0000,Y,+,+,+,+,+,0,00000091710475668,D,N/A,IKANO Sparkonto Plus,0.0000,0.0000,0.0000,+,0.0000,0.0000,0.0000,,3.2500,50.0000,50.0000,50.0000,0.0000,0.0000,0.0000,0.0000,+,+,+,+,+,+,+,+,+,+,+,,0,0,0,0,0
191704109279,ÅKE JANSSON,,TESTGATAN 2,34380,ÄLMHULT,2022,0.0000,0.0000,0.0000,0.0000,0.0000,Y,+,+,+,+,+,0,00000091710523921,D,N/A,IKANO Sparkonto Plus,0.0000,0.0000,0.0000,+,0.0000,0.0000,0.0000,,3.2500,50.0000,50.0000,50.0000,0.0000,0.0000,0.0000,0.0000,+,+,+,+,+,+,+,+,+,+,+,,0,0,0,0,0
191704109279,ÅKE JANSSON,,TESTGATAN 2,34380,ÄLMHULT,2022,0.0000,0.0000,0.0000,0.0000,0.0000,Y,+,+,+,+,+,0,00000091710523964,D,N/A,IKANO Sparkonto Plus,0.0000,0.0000,0.0000,+,0.0000,0.0000,0.0000,,3.2500,50.0000,50.0000,50.0000,0.0000,0.0000,0.0000,0.0000,+,+,+,+,+,+,+,+,+,+,+,,0,0,0,0,0
191704109279,ÅKE JANSSON,,TESTGATAN 2,34380,ÄLMHULT,2022,0.0000,0.0000,0.0000,0.0000,0.0000,Y,+,+,+,+,+,0,00000091710524170,D,N/A,IKANO SparKonto,0.0000,0.0000,0.0000,+,0.0000,0.0000,0.0000,,3.2500,50.0000,50.0000,50.0000,0.0000,0.0000,0.0000,0.0000,+,+,+,+,+,+,+,+,+,+,+,,0,0,0,0,0
191704109279,ÅKE JANSSON,,TESTGATAN 2,34380,ÄLMHULT,2022,0.0000,0.0000,0.0000,0.0000,0.0000,Y,+,+,+,+,+,0,00000091710524200,D,N/A,IKANO Sparkonto Plus,0.0000,0.0000,0.0000,+,0.0000,0.0000,0.0000,,3.2500,50.0000,50.0000,50.0000,0.0000,0.0000,0.0000,0.0000,+,+,+,+,+,+,+,+,+,+,+,,0,0,0,0,0
191704109279,ÅKE JANSSON,,TESTGATAN 2,34380,ÄLMHULT,2022,0.0000,0.0000,0.0000,0.0000,0.0000,Y,+,+,+,+,+,0,00000091710524227,D,N/A,IKANO Sparkonto Plus,0.0000,0.0000,0.0000,+,0.0000,0.0000,0.0000,,3.2500,50.0000,50.0000,50.0000,0.0000,0.0000,0.0000,0.0000,+,+,+,+,+,+,+,+,+,+,+,,0,0,0,0,0
191704109279,ÅKE JANSSON,,TESTGATAN 2,34380,ÄLMHULT,2022,0.0000,0.0000,0.0000,0.0000,0.0000,Y,+,+,+,+,+,0,00000091710524677,D,N/A,IKANO Sparkonto Plus,0.0000,0.0000,0.0000,+,0.0000,0.0000,0.0000,,3.2500,50.0000,50.0000,50.0000,0.0000,0.0000,0.0000,0.0000,+,+,+,+,+,+,+,+,+,+,+,,0,0,0,0,0
191704109279,ÅKE JANSSON,,TESTGATAN 2,34380,ÄLMHULT,2022,0.0000,0.0000,0.0000,0.0000,0.0000,Y,+,+,+,+,+,0,00000091710529016,D,N/A,IKANO Sparkonto Plus,0.0000,0.0000,0.0000,+,0.0000,0.0000,0.0000,,3.2500,50.0000,50.0000,50.0000,0.0000,0.0000,0.0000,0.0000,+,+,+,+,+,+,+,+,+,+,+,,0,0,0,0,0
191704109279,ÅKE JANSSON,,TESTGATAN 2,34380,ÄLMHULT,2022,0.0000,0.0000,0.0000,0.0000,0.0000,Y,+,+,+,+,+,0,00000091710529326,D,N/A,IKANO Sparkonto Plus,0.0000,0.0000,0.0000,+,0.0000,0.0000,0.0000,,3.2500,50.0000,50.0000,50.0000,0.0000,0.0000,0.0000,0.0000,+,+,+,+,+,+,+,+,+,+,+,,0,0,0,0,0
191704109279,ÅKE JANSSON,,TESTGATAN 2,34380,ÄLMHULT,2022,0.0000,0.0000,0.0000,0.0000,0.0000,Y,+,+,+,+,+,0,00000091710529644,D,N/A,IKANO Sparkonto Plus,0.0000,0.0000,0.0000,+,0.0000,0.0000,0.0000,,3.2500,50.0000,50.0000,50.0000,0.0000,0.0000,0.0000,0.0000,+,+,+,+,+,+,+,+,+,+,+,,0,0,0,0,0
191704109279,ÅKE JANSSON,,TESTGATAN 2,34380,ÄLMHULT,2022,0.0000,0.0000,0.0000,0.0000,0.0000,Y,+,+,+,+,+,0,00000091710115815,D,N/A,IKANO SparKonto,5.8000,0.0000,270.6200,+,0.0000,270.6200,0.0000,,3.2500,100.0000,100.0000,100.0000,5.8000,270.6200,0.0000,270.6200,+,+,+,+,+,+,+,+,+,+,+,,0,0,0,0,0
191704109279,ÅKE JANSSON,,TESTGATAN 2,34380,ÄLMHULT,2022,0.0000,0.0000,0.0000,0.0000,0.0000,Y,+,+,+,+,+,0,00000091710475668,D,N/A,IKANO Sparkonto Plus,0.0000,0.0000,0.0000,+,0.0000,0.0000,0.0000,,3.2500,50.0000,50.0000,50.0000,0.0000,0.0000,0.0000,0.0000,+,+,+,+,+,+,+,+,+,+,+,,0,0,0,0,0
191704109279,ÅKE JANSSON,,TESTGATAN 2,34380,ÄLMHULT,2022,0.0000,0.0000,0.0000,0.0000,0.0000,Y,+,+,+,+,+,0,00000091710523921,D,N/A,IKANO Sparkonto Plus,0.0000,0.0000,0.0000,+,0.0000,0.0000,0.0000,,3.2500,50.0000,50.0000,50.0000,0.0000,0.0000,0.0000,0.0000,+,+,+,+,+,+,+,+,+,+,+,,0,0,0,0,0
191704109279,ÅKE JANSSON,,TESTGATAN 2,34380,ÄLMHULT,2022,0.0000,0.0000,0.0000,0.0000,0.0000,Y,+,+,+,+,+,0,00000091710523964,D,N/A,IKANO Sparkonto Plus,0.0000,0.0000,0.0000,+,0.0000,0.0000,0.0000,,3.2500,50.0000,50.0000,50.0000,0.0000,0.0000,0.0000,0.0000,+,+,+,+,+,+,+,+,+,+,+,,0,0,0,0,0
191704109279,ÅKE JANSSON,,TESTGATAN 2,34380,ÄLMHULT,2022,0.0000,0.0000,0.0000,0.0000,0.0000,Y,+,+,+,+,+,0,00000091710524170,D,N/A,IKANO SparKonto,0.0000,0.0000,0.0000,+,0.0000,0.0000,0.0000,,3.2500,50.0000,50.0000,50.0000,0.0000,0.0000,0.0000,0.0000,+,+,+,+,+,+,+,+,+,+,+,,0,0,0,0,0
191704109279,ÅKE JANSSON,,TESTGATAN 2,34380,ÄLMHULT,2022,0.0000,0.0000,0.0000,0.0000,0.0000,Y,+,+,+,+,+,0,00000091710524200,D,N/A,IKANO Sparkonto Plus,0.0000,0.0000,0.0000,+,0.0000,0.0000,0.0000,,3.2500,50.0000,50.0000,50.0000,0.0000,0.0000,0.0000,0.0000,+,+,+,+,+,+,+,+,+,+,+,,0,0,0,0,0
191704109279,ÅKE JANSSON,,TESTGATAN 2,34380,ÄLMHULT,2022,0.0000,0.0000,0.0000,0.0000,0.0000,Y,+,+,+,+,+,0,00000091710524227,D,N/A,IKANO Sparkonto Plus,0.0000,0.0000,0.0000,+,0.0000,0.0000,0.0000,,3.2500,50.0000,50.0000,50.0000,0.0000,0.0000,0.0000,0.0000,+,+,+,+,+,+,+,+,+,+,+,,0,0,0,0,0
191704109279,ÅKE JANSSON,,TESTGATAN 2,34380,ÄLMHULT,2022,0.0000,0.0000,0.0000,0.0000,0.0000,Y,+,+,+,+,+,0,00000091710524677,D,N/A,IKANO Sparkonto Plus,0.0000,0.0000,0.0000,+,0.0000,0.0000,0.0000,,3.2500,50.0000,50.0000,50.0000,0.0000,0.0000,0.0000,0.0000,+,+,+,+,+,+,+,+,+,+,+,,0,0,0,0,0
